Name,AlternateName,logo (URL angeben),Description,startDate,URL,"sameAs (Twitter, FB etc.)",license(s),openness,Email,Language(s),Audience,Topic,Provider_Id,Provider_Name,Provider_AlternateName,Provider_logo,Provider_Description,Provider_URL,"Provider_sameAs (Twitter, FB etc.)",Provider_AddressCountry,Provider_AddressCity,Provider_Region,Provider_StreetAddress,Provider_PostalCode,Provider_Email,Tag,COMMENTS:,Provider2_Name,Provider2_AlternateName,Provider2_logo,Provider2_Description,Provider2_URL,"Provider2_sameAs (Twitter, FB etc.)",Provider2_AddressCountry,Provider2_AddressCity,Provider2_Region,Provider2_StreetAddress,Provider2_PostalCode,Provider2_Email,Tag
Pearson Copyleft,,,"Copyleft é um site criado pela Pearson Education do Brasil para promover o amplo acesso a obras educacionais ou de apoio ao aprendizado, não se restringindo a textos mas também abrangendo objetos de aprendizado nos formatos suportados. ",, http://www.copyleftpearson.com.br,,"Este é um espaço livre, aberto para debates e troca de opiniões e informações entre professores, estudantes, estudiosos, pesquisadores e quem dele queira participar, integrando uma comunidade acadêmica independente, apoiado pelos recursos técnicos disponibilizados pela Pearson Education. 
Esta comunidade não tem fins lucrativos e, portanto, os conteúdos não se destinam ao comércio. Respeitando a legislação autoral vigente, permite a colocação dos textos à disposição de todos, nos termos aqui estabelecidos, 
As regras aqui instituídas visam a garantir, a todos, a livre participação nos debates, o aproveitamento dos textos e sua livre reprodução e circulação, especialmente no campo das ciências.",It is necessary to sign in before it is possible to download the resources.,,pt,"1, 2, 3, Teachers Guide","0531, 0222, 01, ",,Pearson,,http://www.britishcouncil.es/sites/britishcouncil.es/files/styles/bc-landscape-630x354/public/pearson-logo-630x354.jpg?itok=KO8aYlJ4,"A Pearson, há 150 anos no mercado, é líder em educação no mundo e está presente em mais de 80 países com 40 mil colaboradores.",https://br.pearson.com/,"https://www.facebook.com/PearsonBrasil
https://twitter.com/PearsonBrasil
https://www.linkedin.com/company/pearson-brasil
https://www.youtube.com/user/pearsondobrasil",BR,São Paulo,,"Rua Nelson Francisco, 26 - Limão",SP CEP: 02712-100,elt.br@pearson.com,,,,,,,,,,,,,,,
Physics Education Technology,Phet,https://donatenow.networkforgood.org/static-resources/skin/19748/images/logo.png,"PhET provides fun, free, interactive, research-based science and mathematics simulations. They extensively test and evaluate each simulation to ensure educational effectiveness. ",, http://phet.colorado.edu/en/,"https://www.facebook.com/PhETSims/timeline/
https://www.youtube.com/channel/UCMRZ0-ci4ifGBF1bJvrcDRQ
https://twitter.com/PhETSims
https://www.pinterest.com/PhETSims/"," All simulations available at http://phet.colorado.edu are open educational resources available under the Creative Commons Attribution license (CC-BY).

Permission is granted to freely use, share, or redistribute PhET sims under the CC-BY license. The following attribution is required:

    PhET Interactive Simulations
    University of Colorado Boulder
    http://phet.colorado.edu ",,phethelp@colorado.edu,"en, ar, bs, zh, cs, da, nl, et, fi, fr, gl, ka, de, el, hu, in, it, ja, ko, ku, mk, mr, no, fa, pt, ro, sr, es, th, tr, uk, vi","0, 1, 2, 3, 4, 5, 6","05, 0231-baq, 0231-fur, 0231-cy",,University of Colorado Boulder,"UCB, CU-Boulder, Colorado",http://och.colorado.edu/sites/default/files/imce/bb%20logo.jpg,"The University of Colorado Boulder is a public research university located in Boulder, Colorado, United States. It is the flagship university of the University of Colorado system and was founded five months before Colorado was admitted to the union in 1876.",http://www.colorado.edu/,"https://www.facebook.com/cuboulder
https://twitter.com/cuboulder
https://www.youtube.com/cuboulder
https://www.linkedin.com/company/university-of-colorado-boulder
https://instagram.com/cuboulder/
https://plus.google.com/+cuboulder/posts
https://www.pinterest.com/cuboulder/",US,Boulder,CO,"1800 Grant Street, Suite 800",35 UCA,,,Contact University of Colorado: Office of Academic Affairs,,,,,,,,,,,,,
Portal das Escolas,,https://portalcolaborativo.min-edu.pt/imageserver/plumtree/portal/PortalEscola/images/logo.png,"O Portal das Escolas é o sítio de referência das escolas e constitui a maior rede colaborativa em linha da educação em Portugal.
O Portal das Escolas destina-se às comunidades educativas da Educação Pré-Escolar e dos ensinos Básico e Secundário, designadamente a docentes, a alunos, a pais e a encarregados de educação e a não docentes.",2011, https://www.portaldasescolas.pt/,,,,,pt,"0, 1, 2, 3, teachers","023, 0611, 07, 05, 042, 0312, 0232, 02, 0311, 01, 1014, 0222, 051, 054, 0314",,"Governo de Portugal, O Portal das Escolas é o sítio de referência das escolas e constitui a maior rede colaborativa em linha da educação em Portugal.
O Portal das Escolas destina-se às comunidades educativas da Educação Pré-Escolar e dos ensinos Básico e Secundário, designadamente a docentes, a alunos, a pais e a encarregados de educação e a não docentes.",,http://www.dge.mec.pt/sites/all/themes/dge/images/gov.png,,http://www.portugal.gov.pt/pt/os-ministerios/ministerio-da-educacao-e-ciencia.aspx,https://twitter.com/govpt,PT,Lisboa,,Av. 5 de Outubro,,,,,Quadro de referência estratégico nacional,QREN,http://www.qren.pt/images/qren.png,O Quadro de Referência Estratégico Nacional (QREN) constitui o enquadramento para a aplicação da política comunitária de coesão económica e social em Portugal no período 2007-2013.,http://www.qren.pt/np4/home,,Portugal,Lisboa,Lisboa,"Avenida 5 de Outubro, 153",1050-053,,
Recursos Educacionais Abertos Brasil,REA,http://blogs.odiario.com/carlossica/wp-content/uploads/sites/90/2012/05/rea.jpg,"A Comunidade REA Brasil é composta de educadores, cientistas, engenheiros, profissionais de TICs, advogados, e toda e qualquer pessoa que acredita em educação aberta e recursos educacionais abertos. Junte-se a esta comunidade que vem de todo o Brasil na busca e construção de uma educação mais democrática, inclusiva e mais próxima a cultura colaborativa da Internet.",2008, http://rea.net.br/site/,"https://www.facebook.com/groups/reabrasil/
https://twitter.com/reanetbr
https://www.flickr.com/photos/reanetbr/
https://www.youtube.com/user/reabrasil1
https://groups.google.com/forum/#!forum/rea-lista
http://www.slideshare.net/reabr","CC BY, CC BY-NC-ND ",,reabrasil2011@gmail.com,pt,"0, 1, 2, 3, 4, 5, 6",,,Instituto Educadigital,IED,http://www.educadigital.org.br/en/wp-content/uploads/2014/07/logo-ied-1.png,"O Instituto Educadigital (IED) é uma organização sem fins lucrativos, referência mundial em projetos inovadores de uso pedagógico de tecnologias digitais, dentro e fora das escolas. Trabalha em parceria com escolas, organizações sociais, empresariais e governamentais na concepção, execução e desenvolvimento de projetos de formação de crianças, jovens e adultos.
",http://www.educadigital.org.br/site/,"https://www.facebook.com/institutoeducadigital
https://twitter.com/ieducadigital
https://www.youtube.com/user/ieducadigital
https://www.flickr.com/photos/ieducadigital/
https://vimeo.com/educadigital",BR,São Paulo,,"R. Eng. Francisco Azevedo, 216 - Vila Anglo Brasileira","SP, 05030-010",contato@educadigital.org.br,,,,,,,,,,,,,,,
Restore,,,The delivery of technology-enhanced learning is of increasing relevance to the training and development of researchers in the social sciences.,, http://www.restore.ac.uk,,CC BY-NC-SA ,,info@restore.ac.uk,en,"5,6","0611, 0413",,University of Southampton,,https://www.ocs.soton.ac.uk/public/site/images/pileio/Soton_University_Logo.png,They are a research intensive university and a founding member of the prestigious Russell Group.,http://www.southampton.ac.uk/,,GB,Southampton,Hampshire,University Rd.,SO17 1BJ,,,,,,,,,,,,,,,,
Repositorio de Objetivos Digitales y Aprendizaje,RODA,,"RODA reúne las colecciones digitales de archivos, bibliotecas y museos gestionados por la Consejería de Educación y Cultura, de acuerdo con la Iniciativa de Archivos Abiertos (OAI-PMH) que promueve la Unión Europea. Se constituye como principal proveedor de contenidos de las colecciones digitales extremeñas a los agregadores/recolectores de contenidos Hispana y Europeana. ",, http://roda.culturaextremadura.com/,,"El Gobierno de Extremadura es titular de los contenidos, copias digitales y metadatos integrados en este repositorio, liberados bajo licencia Creative Commons.",could not open the material,roda@gobex.es,es,"0, 1, 2, 3, 4, 5, 6",no arrangement of subjects,,Junta de Extremadura,,http://www.gobex.es/filescms/web/uploaded_images/layout/logo_JuntadeExtremadura.png,,http://www.gobex.es/comunicacion/noticia?idPub=17500#.Vg1I_M5Gj6c,"https://twitter.com/Junta_Ex
https://www.facebook.com/JuntaDeExtremadura
https://www.linkedin.com/company/gobierno-de-extremadura
https://plus.google.com/103949937139516520138/posts
https://www.youtube.com/user/gobexsocial
https://www.flickr.com/photos/gobiernoextremadura/
http://gobiernoextremadura.tumblr.com/
http://de.slideshare.net/admgobex",ES,Mérida,Badajoz,"Plaza del Rastro, s/n ",06800,,,unexpected error has occured or the access was prohibited (El acceso al recurso especificado () ha sido prohibido.),,,,,,,,,,,,,
RVP Metodicky Portal,,http://www.moderni-dejiny.cz/PublicFiles/UserFiles/image/Logo_clanek/205x132_RVP.jpg,"Metodický portál RVP.CZ nabízí svým uživatelům tematická setkání ve virtuálním prostředí. Mají formu webinářů, webových seminářů. Konají se (dle přání uživatelů) obvykle ve večerních hodinách. ",, http://dum.rvp.cz/index.html,"https://www.facebook.com/metodicky.portal/timeline/
https://twitter.com/Metodickyportal
https://plus.google.com/u/0/+rvpcz/posts",,,,,,,,,,,,,,CZ,,,,,,,not able to understand czech,,,,,,,,,,,,,
Temoa,,,Temoa is a knowledge hub that eases a public and multilingual catalog of Open Educational Resources (OER) which aims to support the education community to find those resources and materials that meet their needs for teaching and learning through a specialized and collaborative search system and social tools.,2008, http://www.temoa.info,,,,,"en, es",,"021, 073, 04, 0311, 07, 09, 0222, 03, 023, 0232, 042, 0312, 0221, 0223, 03, 05",,Tecnológico de Monterrey,,http://vignette3.wikia.nocookie.net/logopedia/images/b/b7/Tecnol%C3%B3gico_de_Monterrey_old.svg/revision/latest/scale-to-width-down/640?cb=20140916190339,,http://www.itesm.mx/wps/portal?WCM_GLOBAL_CONTEXT=,"https://twitter.com/TecdeMonterrey
https://www.facebook.com/TecdeMonterrey
https://plus.google.com/u/0/+TecdeMonterrey/posts
https://www.youtube.com/user/ITESMedu
https://www.linkedin.com/company/itesm",MX,Monterrey,Nuevo León,Ave. Eugenio Garza Sada 2501 Sur Col. Tecnológico,C.P. 64849,admisiones.mty@itesm.mx,,,,,,,,,,,,,,,
National Digital Learning Resources Network,NDLRN,http://www.ndlrn.edu.au/images/home_page/ndlrnHeader.jpg,The National Digital Learning Resources Network (NDLRN) is a technical infrastructure that connects Australian schools to enable the distribution and sharing of digital resources through education portals. The Network is the outcome of initiatives of the Australian Government and the state and territory governments.,2012, http://www.ndlrn.edu.au/default.asp,,,It is only possible to get to the repository by Scootle or using the state or territory portals of the school.,ndlrn@esa.edu.au,en,,,,Education Services Australia Limited,ESA,http://www.teachingacenglish.edu.au/common/images/footer_logo.png,"Education Services Australia (ESA) is a national, not-for-profit company owned by all Australian education ministers. The company was established to support delivery of national priorities and initiatives in the schools, training and Higher Education sectors.",http://www.esa.edu.au/,"https://twitter.com/EdServAus
https://www.facebook.com/EdServAus/timeline/
https://www.linkedin.com/company/education-services-australia
https://plus.google.com/u/0/100145772552506651409/posts",AU,Melbourne,Victoria,Level 5 440 Collins Street,3000,info@esa.edu.au,,It is only possible to get to the repository by Scootle or using the state or territory portals of the school.,,,,,,,,,,,,,
 The world lecture project,wlp,http://www.world-lecture-project.org/img/logo_wlp.png,"(wlp)° is the central platform for delivering academic videos from faculties worldwide. You can find videos according to various criteria: theme, faculty, country, language, institution and others.",2005, http://www.world-lecture-project.org/,,,,info@world-lecture-project.org,"en, de","5, 6","0313, 06, 0312, 022, 0223, 0721, 0311",,?,,,,,,DE,,,,,,,,,,,,,,,,,,,,
UNITRACC,,http://www.aqwa-academy.net/++resource++unitracc-images/logo-unitracc.png,"On this independent platform they offer you and their clients free and unique information as well as an exclusive online academy on the subjects of pipeline construction, pipeline maintenance and pipeline management. ",, http://www.unitracc.com/,,,The content is only accessible for registered users.,,"en, de, es","4, 5, 6",07,,Stein & Partner Germany,,http://www.stein.de/images/logo-stein-und-partner.png,"Die Online-Informationsplattform zur Inspektion und Sanierung von Grundstücksentwässerungsleitungen ist eine auf Ihre Belange abgestimmte, ausführliche Informationsquelle, die Sie als Bürger und Grundstückseigentümer mit allen wichtigen Hintergrundinformationen versorgt und einen Überblick über die auf Sie zukommenden Aufgaben und mögliche Lösungen vermittelt.",http://www.stein.de/index-en.html,,DE,Bochum,,Konrad-Zuse-Str. 6 ,44801,office@stein.de,,Failed to create your account: we were unable to send instructions for setting a password to your email address,,,,,,,,,,,,,
University of Leicester OER Repository,,http://wildfirecomms-images.co.uk/img/low_uol-logo-full-colour-2-1443020162.jpg,The repository holds the University of Leicester's contribution to the wealth of Open Educational  Resources (OERs) already available via the Internet.,, http://www2.le.ac.uk/projects/oer,,CC BY-NC-SA,,beyond.distance@le.ac.uk,en,"5, 6","022, 042,01, 0211, 0312, 0313, 03",,University of Leicester,,https://le.ac.uk/~/media/images/ul-site-images/uollogo.ashx?h=60&w=181&la=en&hash=70953D1FD97AE7FAE3580FC0D673ED162EA46AA5,,,"https://www.facebook.com/UniofLeicester/
https://twitter.com/uniofleicester
https://www.youtube.com/user/UniversityLeicester
https://www.flickr.com/photos/universityleicester/
https://plus.google.com/117567742134339880689/posts
https://soundcloud.com/university-of-leicester/sets",GB,Leicester,,University Road,LE1 7RH,,,,,,,,,,,,,,,,
Wikiwijs,,https://www.kennisnet.nl/fileadmin/kennisnet/_processed_/csm_logo-wikiwijsleermiddelenplein_43e717e69a.png,"Wikiwijsleermiddelenplein is een gezamenlijk initiatief van Kennisnet, de Open Universiteit en SLO. Het platform biedt een mix van open en gesloten lesmateriaal, informatie over lesmethodes en professionaliseringsmateriaal over het gebruik en de toepassing van leermiddelen. ",2013, http://www.wikiwijs.nl/,"https://twitter.com/WWLMP
https://www.linkedin.com/grp/home?gid=2329154",,,,nl,"0, 1","01, 021, 0313, 0232, 0541, 031, 023, 07",,SLO Nationaal Expertisecentrum voor Leerplanontwikkeling,SLO,https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xaf1/v/t1.0-1/p160x160/392295_258782664179488_1640364040_n.jpg?oh=74ee8e3da9532cb24b3c01440cb3802f&oe=56617BFA&__gda__=1452250615_c1fb706379faf052545263588d1217b9,"Eén overzichtelijke website waarop leraren en schoolleiders eenvoudig allerlei actuele, relevante en interessante inhoudelijke informatie over een bepaald vak of leergebied vinden, dat is de gedachte achter de vakportalen die SLO momenteel ontwikkelt.",http://www.slo.nl/,,NL,Enschede,Overijssel,Piet Heinstraat 12,7511 JE,info@slo.nl,,"Wikiwijsleermiddelenplein is het resultaat van het samengaan van twee platforms voor leermiddelen, namelijk Wikiwijs en Leermiddelenplein. In opdracht van het ministerie van Onderwijs, Cultuur en Wetenschap realiseren Kennisnet en de Open Universiteit het programma Wikiwijs om het gebruik en de ontwikkeling van open leermiddelen in het onderwijs te stimuleren én te vergemakkelijken. SLO lanceerde in 2003 leermiddelenplein.nl. Een portal met uiteenlopende informatie over lesmethodes die in Nederland worden uitgegeven. ",Open Universiteit Nederland,OU,http://trailerproject.eu/files/2011/11/logo-OpenUniversiteit.jpg,"De Open Universiteit heeft als publiek bekostigde universiteit in het hoger onderwijsbestel een bijzondere opdracht, namelijk het ontwikkelen en aanbieden van open hoger afstandsonderwijs. Onderwijs dat een alternatief is voor het meer traditionele hoger onderwijs, dat daar een noodzakelijke aanvulling op vormt en waarmee het in toenemende mate verweven raakt. De ontwikkeltaak van de OU is gestoeld op eigen onderzoek en op de eigen onderwijspraktijk, maar is gericht op vernieuwing en toegankelijkheid van het hoger onderwijs als geheel.",https://www.ou.nl/,,The Netherlands,Heerlen,Limburg,Valkenburgerweg 177,6419 AT Heerlen,heerlen@ou.nl,
Wisconsin Online Resource Center,Wisc-Online,https://www.wisc-online.com/images/cowFinalLarge.png,"The site, a collaborative effort of the 16 colleges in the Wisconsin Technical College System (WTCS), was designed to use a digital library of learning objects to improve learning for students at WTCS colleges -- it just so happened the rest of the world came along for the ride.",2000, http://www.wisc-online.com/,"https://www.facebook.com/WiscOnline
https://plus.google.com/113467492981023674254/posts
https://twitter.com/WiscOnline
https://www.youtube.com/user/WiscOnlineOrg","CC BY, CC BY-NC",,,en,"3, 4, 5, 6","0611, 07, 022, 072, 0312, 09, 05, 0532",,Wisconsin Technical College System,WTCS,http://www.chairacademy.com/_images/sponsor_logos/WTCS_LogoSet.jpg,Wisconsin’s technical colleges have outstanding faculty with relevant experience in their fields that makes career programs meaningful for students. They also bring a variety of life experiences and community involvement to their teaching. ,http://www.wistechcolleges.org/,"https://www.facebook.com/WisTechColleges
https://twitter.com/WisTechColleges
https://plus.google.com/+WistechcollegesOrg/videos
https://www.youtube.com/user/WisTechColleges",US,Madison,WI,"Wisconsin Technical College System Office
4622 University Avenue ",53705,,,,,,,,,,,,,,,,
World History Sources,,https://chnm.gmu.edu/worldhistorysources/Resources/whslogolrg.gif,"World History teachers face many challenges to incorporating primary sources in their teaching—the pressures of coverage in survey courses, the lack of available materials, and inadequate training in dealing with unfamiliar sources from a range of cultures. World History Sources responds to these challenges (as well as the new opportunities offered by the Internet) by creating a website to help world history teachers and students locate, analyze, and learn from online primary sources and to further their understanding of the complex nature of world history, especially the issues of cultural contact and globalization. ",2003, http://chnm.gmu.edu/worldhistorysources/index.html,,CC BY-SA ,,whm@chnm.gmu.edu,en,"2, 3, 4, 5, 6",0222,,Roy Rosenzweig Center for History and New Media,RRCHNM,http://americanhistorynow.org/wp-content/uploads/2013/12/chnm-logo1.png,"RRCHNM uses digital media and technology to preserve and present history online, transform scholarship across the humanities, and advance historical education and understanding. Each year RRCHNM’s many project websites receive over 20 million visitors, and over a million people rely on its digital tools to teach, learn, and conduct research.",http://chnm.gmu.edu/,,US,Fairfax,Virginia,"Roy Rosenzweig Center for History and New Media
Department of History and Art History
George Mason University
4400 University Drive, MSN 1E7",22030,chnm@gmu.edu,,,,,,,,,,,,,,,
Xerte Public E-learning ReposiTory,XPERT,https://www.nottingham.ac.uk/xpert/images/logo.gif,XPERT project is a JISC funded rapid innovation project to explore the potential of delivering and supporting a distributed repository of e-learning resources created and seamlessly published through the open source e-learning development tool called Xerte Online Toolkits. The aim of XPERT is to progress the vision of a distributed architecture of e-learning resources for sharing and re-use. ,2009, http://www.nottingham.ac.uk/xpert/,,"CC BY-NC-SA, Copyright",,xpert@nottingham.ac.uk,en,"5, 6","01, 03, 022, 0312, 07, 0232, 0222, 041, 0541, 021, 0221, 023, 0231-hr, 0231-da, 0231-nl, 0231-en, 0231-fr, 0231-de, 0231-hu, 0231-it, 0231-ja, 0231-pt, 0231-ru. 0231-es, 0231-se",706aa724-77eb-11e5-9f9f-c48e8ff4ea31,The University of Nottingham,,http://eprints.nottingham.ac.uk/images/blank.gif,"The University of Nottingham is a public research university based in Nottingham, Nottinghamshire, England, United Kingdom. It was founded as University College Nottingham in 1881 and was granted a Royal Charter in 1948.",https://www.nottingham.ac.uk/index.aspx,"https://www.facebook.com/TheUniofNottingham
https://twitter.com/UniofNottingham
https://www.youtube.com/user/NottmUniversity
https://www.linkedin.com/company/university-of-nottingham/
http://uniofnottingham.tumblr.com/
https://instagram.com/uniofnottingham/
http://weibo.com/uoneao
http://vk.com/uniofnottingham",GB,Notthingham,East Midlands,University Park,NG7 2RD,international-office@nottingham.ac.uk,,Some of the resources could not be opened,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
